2016-04-01 00:00:00,72.57985136280111
2016-04-01,72.57985136280111
2016-04-02,72.8393673578639
2016-04-03,67.75054747561661
2016-04-04,67.86656455300543
2016-04-05,65.47244931642845
2016-04-06,55.44758141094892
2016-04-07,55.3564721211702
2016-04-08,54.216286999391514
2016-04-09,68.54406063596282
2016-04-10,64.54514242919429
2016-04-11,62.62997502473428
2016-04-12,41.168495186993354
2016-04-13,39.07892964043009
2016-04-14,45.29726574365507
2016-04-15,40.78504445361897
2016-04-16,53.000422776860844
2016-04-17,53.263139421461744
2016-04-18,38.8762341085675
2016-04-19,34.106518644861836
2016-04-20,41.845678332453815
2016-04-21,47.01327643898996
2016-04-22,51.096313249371605
2016-04-23,55.83487422629938
2016-04-24,48.819822136811496
2016-04-25,54.63998616437784
2016-04-26,56.91622823145943
2016-04-27,51.87427030275968
2016-04-28,69.62510500059699
2016-04-29,72.57985136280111
2016-04-30,61.18928435349311
2016-05-01,44.568755172023415
2016-05-02,60.652394363312446
2016-05-03,45.48619821222502
2016-05-04,46.47095330074131
2016-05-05,32.593541722347155
2016-05-06,32.390014852351676
2016-05-07,37.64580220535489
2016-05-08,30.20537109879115
2016-05-09,25.94819650534237
2016-05-10,27.067069135209774
2016-05-11,27.335988597844363
2016-05-12,25.4390263929184
2016-05-13,35.17212717939101
2016-05-14,46.097011924108344
2016-05-15,40.296828615995395
2016-05-16,26.804113843835133
2016-05-17,24.836053135203148
2016-05-18,25.615718179707372
2016-05-19,27.546639069640538
2016-05-20,39.87838366943993
2016-05-21,44.94846339898317
2016-05-22,42.288758644938554
2016-05-23,26.804113843835133
2016-05-24,33.14626105165813
2016-05-25,33.049486747121094
2016-05-26,30.925650246666248
2016-05-27,49.00701169202409
2016-05-28,62.65140435611796
2016-05-29,45.3044366664107
2016-05-30,47.523126516102785
2016-05-31,39.79871694686986
2016-06-01,43.23971725697783
2016-06-02,25.128777830067087
2016-06-03,35.12491634291423
2016-06-04,37.24571542042036
2016-06-05,40.37990794291274
2016-06-06,32.10750483539342
2016-06-07,26.49984576472509
2016-06-08,24.477150240532644
2016-06-09,21.459757420691624
2016-06-10,34.81494014856294
2016-06-11,39.11733049303829
2016-06-12,40.37990794291274
2016-06-13,34.0708939736063
2016-06-14,26.49984576472509
2016-06-15,29.615902896072672
2016-06-16,29.778108224372872
2016-06-17,38.75845854140473
2016-06-18,47.07826880158259
2016-06-19,59.709430081496315
2016-06-20,34.89780153226682
2016-06-21,36.03966948006326
2016-06-22,36.00611747288981
2016-06-23,35.5265403407535
2016-06-24,51.373463329656445
2016-06-25,54.52110799521788
2016-06-26,64.67453331126808
2016-06-27,63.79079951955049
2016-06-28,60.782663634323406
2016-06-29,65.23548837990529
2016-06-30,46.4914722694487
2016-07-01,42.248278346282476
2016-07-02,44.85234140264744
2016-07-03,47.37302734588764
2016-07-04,38.312801477490034
2016-07-05,33.43691218527905
2016-07-06,25.918408808187504
2016-07-07,33.392749138586424
2016-07-08,42.248278346282476
2016-07-09,51.9311342684259
2016-07-10,37.398338152704646
2016-07-11,38.312801477490034
2016-07-12,32.69753550541183
2016-07-13,32.87180953547489
2016-07-14,32.52009070436823
2016-07-15,35.25627318466074
2016-07-16,45.52872846660078
2016-07-17,55.794731467909585
2016-07-18,54.29038226118427
2016-07-19,38.35062217978041
2016-07-20,33.737303406082354
2016-07-21,31.770746388845748
2016-07-22,45.75532619949092
2016-07-23,44.13962145202855
2016-07-24,47.10989608718653
2016-07-25,38.243722622697504
2016-07-26,31.84161816691905
2016-07-27,36.79711784918001
2016-07-28,37.88741559833201
2016-07-29,48.19476956924056
